word_count,urgent_keyword_count,sentiment_score,historical_ticket_count,crisis_severity_index,recommended_grant,dropout_risk
463,7,0.6858,14,0.9070,906.00,0.8792
106,2,0.4882,14,0.5066,506.00,0.5942
138,2,0.4273,9,0.3908,390.00,0.4813
88,4,0.3314,10,0.4516,451.00,0.5428
89,0,0.0740,18,0.0722,72.00,0.1051
83,3,0.5797,9,0.6506,650.00,0.7197
88,2,0.4951,8,0.5849,584.00,0.5116
43,2,0.0667,17,0.3137,313.00,0.2393
92,2,0.1562,20,0.3592,359.00,0.4480
356,10,0.8888,0,0.8392,839.00,0.7824
118,1,0.4921,1,0.3473,347.00,0.2519
457,9,0.7948,8,0.8005,800.00,0.8958
31,1,0.0909,13,0.0876,87.00,0.1691
140,2,0.5931,17,0.3885,388.00,0.4405
44,1,0.1806,9,0.2759,275.00,0.2911
230,9,0.7252,20,0.8174,817.00,0.7579
118,3,0.5418,2,0.5544,554.00,0.6074
181,2,0.4408,0,0.3190,319.00,0.3819
192,6,0.8809,12,0.8311,831.00,0.7413
82,2,0.4712,18,0.5008,500.00,0.5277
93,1,0.1620,3,0.3085,308.00,0.3949
353,7,0.6245,14,0.6608,660.00,0.6614
132,1,0.4850,7,0.3390,339.00,0.2556
97,3,0.4225,14,0.6624,662.00,0.6447
469,8,0.7128,8,0.6967,696.00,0.7715
84,3,0.3362,14,0.3409,340.00,0.3268
75,1,0.2359,5,0.2574,257.00,0.2800
48,2,0.0796,6,0.0913,91.00,0.1240
63,2,0.2529,19,0.4313,431.00,0.5187
259,7,0.6645,15,0.7149,714.00,0.7434
148,4,0.3636,9,0.5796,579.00,0.5771
132,3,0.5406,5,0.4269,426.00,0.4036
227,4,0.7316,6,0.7181,718.00,0.7427
187,3,0.5519,20,0.7244,724.00,0.7762
183,4,0.3045,18,0.3814,381.00,0.4745
327,7,0.6473,5,0.8582,858.00,0.8763
80,1,0.3684,3,0.1951,195.00,0.2450
279,6,0.7113,9,0.8136,813.00,0.7836
402,9,0.6645,6,0.7799,779.00,0.7291
82,1,0.0541,8,0.0961,96.00,0.0242
169,2,0.3290,13,0.2295,229.00,0.1303
123,3,0.4913,9,0.6683,668.00,0.7238
351,10,0.7482,4,0.7678,767.00,0.7865
451,4,0.9041,10,0.9071,907.00,0.9330
94,1,0.2313,8,0.3756,375.00,0.3356
149,2,0.4354,18,0.4605,460.00,0.4213
164,2,0.4948,16,0.3436,343.00,0.2527
319,7,0.8590,12,1.0000,1000.00,0.9698
496,5,0.7095,7,0.9479,947.00,0.9077
47,1,0.2022,12,0.1433,143.00,0.1280
87,1,0.1702,15,0.1979,197.00,0.2377
93,0,0.2099,4,0.1691,169.00,0.1172
67,1,0.0930,19,0.2561,256.00,0.1940
90,3,0.3337,14,0.3347,334.00,0.2852
100,2,0.3564,14,0.4302,430.00,0.4818
179,1,0.5659,10,0.2911,291.00,0.2526
195,2,0.4929,4,0.5072,507.00,0.4468
31,0,0.1930,6,0.1958,195.00,0.2584
159,2,0.3833,7,0.4937,493.00,0.5536
116,3,0.3992,15,0.5243,524.00,0.4488
493,5,0.5507,6,0.5965,596.00,0.6579
43,0,0.1406,17,0.1501,150.00,0.1714
89,2,0.2517,19,0.4902,490.00,0.4728
96,2,0.3565,1,0.3214,321.00,0.3221
81,1,0.2116,11,0.1356,135.00,0.2004
281,7,0.7377,17,0.9093,909.00,0.8908
153,2,0.5678,1,0.5572,557.00,0.5105
105,2,0.5068,8,0.6140,613.00,0.5631
109,3,0.3863,2,0.5072,507.00,0.5068
86,1,0.3598,16,0.1943,194.00,0.1706
133,2,0.4381,14,0.3305,330.00,0.2753
112,2,0.5258,5,0.3349,334.00,0.3694
40,2,0.1631,15,0.1444,144.00,0.1698
121,3,0.4678,4,0.6272,627.00,0.5474
34,0,0.2697,10,0.3104,310.00,0.3470
202,9,0.7595,14,0.8208,820.00,0.8049
69,2,0.2612,18,0.1725,172.00,0.0879
97,2,0.3505,20,0.4070,407.00,0.4388
122,4,0.5468,6,0.5719,571.00,0.6306
108,2,0.4800,19,0.4158,415.00,0.4844
94,2,0.4813,6,0.5947,594.00,0.5871
78,1,0.1035,8,0.2010,200.00,0.1214
209,10,0.8712,18,0.9847,984.00,0.9201
133,3,0.5731,9,0.5581,558.00,0.4697
243,9,0.7929,15,0.9406,940.00,0.9890
186,2,0.4305,8,0.5428,542.00,0.5647
224,8,0.7839,15,0.8303,830.00,0.8652
108,2,0.3870,11,0.3117,311.00,0.3960
143,3,0.5341,15,0.6964,696.00,0.7528
198,1,0.4669,9,0.4454,445.00,0.4789
148,3,0.5295,18,0.7089,708.00,0.7970
37,2,0.1641,11,0.4087,408.00,0.4273
366,5,0.5954,16,0.6579,657.00,0.6514
479,7,0.9327,3,0.7765,776.00,0.8138
72,0,0.0858,19,0.1526,152.00,0.0540
125,3,0.5140,15,0.6920,691.00,0.6449
81,1,0.5320,10,0.2451,245.00,0.1530
187,3,0.5852,10,0.6591,659.00,0.6224
182,3,0.5133,16,0.4278,427.00,0.3498
142,2,0.4557,19,0.4867,486.00,0.4800
197,9,0.6973,12,0.7798,779.00,0.8701
92,1,0.3514,6,0.2929,292.00,0.3777
427,5,0.8830,2,0.8935,893.00,0.9793
371,10,0.6687,11,0.7096,709.00,0.6633
405,5,0.7060,12,0.7339,733.00,0.6865
160,1,0.3409,5,0.4123,412.00,0.3700
199,2,0.3858,2,0.2294,229.00,0.3231
86,2,0.4090,16,0.3497,349.00,0.3258
254,5,0.9534,19,0.9061,906.00,0.9047
178,2,0.3938,9,0.2671,267.00,0.2570
63,2,0.1686,1,0.2597,259.00,0.2365
85,3,0.3560,13,0.5070,506.00,0.4613
169,3,0.4148,6,0.4324,432.00,0.4156
454,5,0.7513,20,0.9210,920.00,0.9872
491,5,0.9761,6,1.0000,1000.00,0.9862
160,2,0.5950,10,0.4760,475.00,0.5149
436,9,0.8878,12,0.9197,919.00,0.9774
194,9,0.7254,14,0.8003,800.00,0.7479
245,6,0.9273,8,0.8861,886.00,0.8258
63,1,0.3129,0,0.3562,356.00,0.3060
199,9,0.7003,7,0.8842,884.00,0.9272
82,1,0.2491,3,0.3269,326.00,0.2912
30,0,0.3436,13,0.1855,185.00,0.1418
91,4,0.3356,18,0.6104,610.00,0.6923
67,2,0.1939,7,0.3515,351.00,0.3270
42,0,0.2614,12,0.2780,278.00,0.2354
154,5,0.8501,19,0.8527,852.00,0.9437
193,4,0.4897,10,0.7617,761.00,0.7366
87,2,0.5563,14,0.3386,338.00,0.3166
434,9,0.9852,9,0.9335,933.00,0.8600
133,2,0.4830,5,0.4601,460.00,0.4556
138,1,0.4760,2,0.3071,307.00,0.2381
279,9,0.8731,4,0.9349,934.00,0.9241
78,2,0.3015,4,0.3911,391.00,0.4090
130,2,0.3020,17,0.4298,429.00,0.3667
353,7,0.9394,0,0.9117,911.00,0.8225
54,1,0.3006,0,0.2796,279.00,0.1986
66,0,0.1301,20,0.0690,69.00,0.0000
266,5,0.7280,8,0.7640,763.00,0.7310
100,1,0.2269,19,0.2104,210.00,0.2390
78,1,0.3237,18,0.2343,234.00,0.1981
110,3,0.5468,18,0.6822,682.00,0.6604
41,2,0.3130,8,0.3561,356.00,0.3138
31,2,0.2914,13,0.4876,487.00,0.4496
347,6,0.6745,11,0.6513,651.00,0.5654
58,0,0.1756,14,0.0000,0.00,0.0751
32,1,0.1219,7,0.1806,180.00,0.1995
89,4,0.3277,8,0.4885,488.00,0.5474
189,3,0.4285,2,0.4299,429.00,0.3900
72,0,0.1685,16,0.2672,267.00,0.3490
81,1,0.2553,8,0.1870,186.00,0.2592
65,2,0.2503,8,0.2158,215.00,0.1433
187,9,0.9571,15,0.7668,766.00,0.7922
449,5,0.7089,9,0.9193,919.00,0.9263
148,3,0.3522,13,0.4767,476.00,0.3948
38,2,0.2935,19,0.3135,313.00,0.2985
55,2,0.0737,6,0.3659,365.00,0.3658
125,4,0.3928,17,0.5504,550.00,0.4662
468,10,0.7339,8,0.8079,807.00,0.7803
38,1,0.2290,8,0.1764,176.00,0.2000
44,2,0.0813,3,0.3826,382.00,0.3569
188,2,0.3983,20,0.4786,478.00,0.5054
83,2,0.2835,2,0.3071,307.00,0.4018
116,2,0.4273,0,0.3420,342.00,0.2776
315,5,0.9599,1,0.7578,757.00,0.8039
185,3,0.5745,9,0.4751,475.00,0.4567
67,1,0.1381,1,0.2234,223.00,0.1758
39,1,0.0866,12,0.3098,309.00,0.3730
433,6,0.5765,2,0.7964,796.00,0.7212
190,3,0.4288,6,0.6434,643.00,0.6069
97,1,0.4419,16,0.4450,445.00,0.5262
40,0,0.0543,14,0.0000,0.00,0.0650
110,1,0.3278,8,0.1651,165.00,0.2172
196,1,0.4175,6,0.2119,211.00,0.1583
260,6,0.8286,5,0.9151,915.00,0.9795
34,0,0.3035,9,0.1449,144.00,0.1968
47,1,0.0509,9,0.1411,141.00,0.0981
98,1,0.2251,4,0.3131,313.00,0.2409
158,2,0.5945,3,0.5622,562.00,0.4668
151,2,0.3518,19,0.3356,335.00,0.3695
128,1,0.3216,6,0.3194,319.00,0.4050
144,3,0.3840,19,0.5298,529.00,0.5198
276,10,0.5796,2,0.8712,871.00,0.9342
108,4,0.4297,6,0.5690,569.00,0.4696
223,7,0.6145,19,0.7230,722.00,0.6487
173,5,0.6255,17,0.9047,904.00,0.8867
78,1,0.0731,11,0.0736,73.00,0.1638
143,3,0.4659,3,0.5244,524.00,0.5276
64,0,0.2849,16,0.1704,170.00,0.0862
300,8,0.8414,17,0.8908,890.00,0.8512
132,3,0.3800,2,0.4406,440.00,0.4685
138,1,0.5050,19,0.4761,476.00,0.5487
53,0,0.1478,7,0.2583,258.00,0.3229
57,0,0.2724,7,0.1348,134.00,0.1085
46,0,0.2343,3,0.0271,27.00,0.0818
380,6,0.7529,5,0.8886,888.00,0.9518
138,1,0.3904,6,0.3340,334.00,0.3964
159,3,0.5295,14,0.6744,674.00,0.6486
412,6,0.6471,6,0.8579,857.00,0.8589
120,1,0.4715,17,0.3494,349.00,0.2931
165,3,0.5523,9,0.3964,396.00,0.4253
48,1,0.0835,5,0.2662,266.00,0.3373
400,6,0.9296,14,1.0000,1000.00,0.9751
214,7,0.5655,11,0.8932,893.00,0.8177
182,6,0.7052,0,0.7196,719.00,0.7962
455,6,0.8074,6,0.9449,944.00,0.9478
172,4,0.3752,6,0.7257,725.00,0.8095
42,1,0.0735,14,0.1653,165.00,0.1004
422,9,0.6537,17,0.8915,891.00,0.8305
239,6,0.8744,13,0.8214,821.00,0.7663
171,3,0.3206,16,0.3920,391.00,0.3903
101,4,0.3710,17,0.6935,693.00,0.7621
36,1,0.2365,3,0.2750,275.00,0.2336
81,3,0.5546,19,0.4589,458.00,0.5271
41,0,0.0893,1,0.0899,89.00,0.0875
181,7,0.6581,3,0.6821,682.00,0.7072
150,2,0.4226,20,0.3317,331.00,0.3119
73,2,0.1127,3,0.3724,372.00,0.4552
114,1,0.5228,11,0.4551,455.00,0.5273
201,9,0.6482,1,0.6265,626.00,0.6523
200,8,0.9655,12,0.9771,977.00,0.9022
91,2,0.4066,15,0.4168,416.00,0.3335
300,7,0.9568,11,0.8395,839.00,0.7664
78,1,0.2171,13,0.3133,313.00,0.2640
284,7,0.8482,16,0.9892,989.00,1.0000
494,10,0.9398,4,1.0000,1000.00,1.0000
111,2,0.4182,18,0.3844,384.00,0.3665
71,2,0.1396,14,0.1676,167.00,0.1665
33,0,0.2840,11,0.1749,174.00,0.1019
56,2,0.3128,8,0.3473,347.00,0.3040
165,2,0.4442,11,0.5271,527.00,0.4929
165,7,0.8416,20,0.9403,940.00,1.0000
424,8,0.8825,13,0.9012,901.00,0.8012
244,7,0.8901,1,0.8522,852.00,0.9323
98,3,0.4977,5,0.5795,579.00,0.5393
110,2,0.3037,5,0.4659,465.00,0.5455
139,3,0.5826,15,0.7110,710.00,0.6829
179,4,0.4642,17,0.6856,685.00,0.6635
401,9,0.7157,17,0.9170,916.00,0.9425
372,5,0.8561,16,0.8052,805.00,0.8805
252,7,0.9833,7,1.0000,1000.00,0.9483
217,7,0.7842,19,0.8126,812.00,0.7180
112,3,0.5507,1,0.6640,664.00,0.6274
82,1,0.4818,8,0.2420,241.00,0.2217
180,3,0.3804,8,0.6305,630.00,0.6228
172,2,0.4620,14,0.5882,588.00,0.6150
116,4,0.5591,18,0.5694,569.00,0.5667
185,2,0.5867,13,0.3691,369.00,0.4275
58,1,0.2920,14,0.1927,192.00,0.2069
34,2,0.0744,3,0.2605,260.00,0.1880
33,1,0.1537,4,0.2643,264.00,0.2677
70,1,0.1021,9,0.1697,169.00,0.0957
153,4,0.3642,8,0.5523,552.00,0.6336
99,3,0.5740,8,0.6029,602.00,0.6924
59,2,0.0680,9,0.3308,330.00,0.2844
179,6,0.7032,7,0.7773,777.00,0.6898
114,4,0.5181,15,0.6778,677.00,0.6983
291,5,0.6494,16,0.7016,701.00,0.7328
88,2,0.3995,10,0.3208,320.00,0.3272
279,7,0.6618,13,0.6995,699.00,0.7735
39,0,0.3253,8,0.0670,67.00,0.0138
493,9,0.9548,6,0.8174,817.00,0.7661
327,10,0.6121,16,0.7668,766.00,0.7201
99,2,0.4193,4,0.3791,379.00,0.4046
151,1,0.4105,7,0.3942,394.00,0.3044
163,3,0.5569,9,0.6897,689.00,0.6076
135,3,0.3438,4,0.6212,621.00,0.6571
453,7,0.7709,16,0.7671,767.00,0.8310
92,0,0.2404,15,0.1736,173.00,0.0783
60,1,0.2740,16,0.3508,350.00,0.2574
50,2,0.3083,17,0.2942,294.00,0.2004
95,3,0.5874,4,0.6510,651.00,0.7137
430,6,0.6243,18,0.8303,830.00,0.8824
86,1,0.5050,16,0.3372,337.00,0.2858
130,1,0.4210,11,0.2410,241.00,0.2378
181,4,0.4453,20,0.5971,597.00,0.5590
55,1,0.1742,18,0.2311,231.00,0.1788
51,0,0.1112,6,0.2429,242.00,0.2268
92,3,0.3843,16,0.6102,610.00,0.6346
51,1,0.1932,14,0.3452,345.00,0.3455
224,9,0.7191,7,0.7519,751.00,0.6957
62,0,0.2608,17,0.2323,232.00,0.2673
186,3,0.3374,3,0.6128,612.00,0.6653
166,4,0.3963,6,0.6453,645.00,0.6705
66,0,0.2047,12,0.0393,39.00,0.1149
495,4,0.9166,6,0.9211,921.00,0.9834
171,4,0.4464,17,0.5451,545.00,0.6069
99,0,0.2044,2,0.0420,42.00,0.0000
35,0,0.1579,6,0.2278,227.00,0.2633
34,2,0.1352,1,0.1926,192.00,0.2566
350,7,0.7740,11,0.7320,732.00,0.8213
50,0,0.1865,4,0.1369,136.00,0.0563
91,1,0.2145,5,0.2965,296.00,0.3213
113,3,0.5430,6,0.5944,594.00,0.6684
71,1,0.2631,1,0.1604,160.00,0.1728
388,10,0.6980,10,0.7970,797.00,0.8900
182,4,0.4716,11,0.4720,472.00,0.4904
33,0,0.1950,11,0.0000,0.00,0.0000
150,4,0.4668,8,0.6647,664.00,0.6262
58,2,0.2691,3,0.2365,236.00,0.2096
411,7,0.9112,5,0.9798,979.00,0.9103
43,1,0.2873,1,0.1745,174.00,0.2458
82,1,0.2318,13,0.1138,113.00,0.0141
161,2,0.5050,5,0.5308,530.00,0.4711
174,2,0.3713,8,0.4280,427.00,0.4373
97,0,0.0505,6,0.1903,190.00,0.2340
274,9,0.8203,11,0.7367,736.00,0.7100
410,10,0.8242,7,0.9919,991.00,0.9153
102,2,0.5159,15,0.5250,525.00,0.4628
102,2,0.4967,10,0.4526,452.00,0.5215
320,6,0.9141,17,0.8807,880.00,0.8039
50,2,0.1989,4,0.2768,276.00,0.3212
96,1,0.0671,9,0.1863,186.00,0.1180
57,1,0.2621,1,0.3550,354.00,0.4107
68,1,0.3254,12,0.2730,273.00,0.1817
84,3,0.3548,9,0.3728,372.00,0.2919
198,10,0.8510,10,1.0000,1000.00,1.0000
167,4,0.5952,17,0.5862,586.00,0.6843
411,8,0.6722,8,0.7965,796.00,0.7960
139,3,0.5330,18,0.7266,726.00,0.6384
62,1,0.2998,17,0.1952,195.00,0.1717
413,9,0.9468,7,0.8957,895.00,0.9868
163,7,0.6719,4,0.7254,725.00,0.7029
36,0,0.2442,9,0.0720,71.00,0.1328
343,5,0.8287,15,0.7432,743.00,0.7436
90,0,0.0790,16,0.0000,0.00,0.0000
96,1,0.3015,6,0.3072,307.00,0.2914
278,10,0.6906,12,0.9036,903.00,0.9554
96,2,0.1480,15,0.1580,158.00,0.2240
140,2,0.4523,4,0.5673,567.00,0.6669
227,5,0.7993,14,0.7994,799.00,0.7799
183,2,0.4543,9,0.4878,487.00,0.4872
182,2,0.5312,18,0.4828,482.00,0.3924
156,8,0.9318,8,0.8018,801.00,0.8667
67,0,0.1385,4,0.2194,219.00,0.1872
136,4,0.5995,5,0.7328,732.00,0.6651
371,8,0.8003,13,0.8003,800.00,0.7523
265,9,0.7637,10,0.9695,969.00,0.9992
86,1,0.1622,15,0.1714,171.00,0.1510
98,0,0.1130,20,0.0000,0.00,0.0670
83,1,0.2005,5,0.3084,308.00,0.2499
93,3,0.3291,0,0.4272,427.00,0.4979
405,4,0.6392,10,0.8004,800.00,0.8828
74,0,0.2403,17,0.1688,168.00,0.2667
168,3,0.3670,16,0.3949,394.00,0.4493
86,2,0.5482,5,0.4754,475.00,0.4044
73,1,0.3021,0,0.3343,334.00,0.3613
149,3,0.5761,18,0.5256,525.00,0.5831
123,2,0.3546,16,0.3427,342.00,0.2661
75,0,0.0960,15,0.0487,48.00,0.0674
443,7,0.9484,5,0.9077,907.00,0.8554
80,2,0.0836,9,0.1717,171.00,0.1189
81,1,0.3195,2,0.2613,261.00,0.2007
157,2,0.5201,14,0.3781,378.00,0.3695
198,3,0.5322,6,0.5269,526.00,0.5149
32,1,0.2175,0,0.3308,330.00,0.3807
129,2,0.5059,1,0.4251,425.00,0.4447
37,1,0.1289,4,0.2218,221.00,0.2269
71,0,0.0968,4,0.0000,0.00,0.0000
439,9,0.9836,11,0.9417,941.00,0.8419
481,5,0.9562,7,0.9009,900.00,0.8556
162,3,0.5284,1,0.6650,664.00,0.5803
63,2,0.3167,7,0.3867,386.00,0.3712
159,2,0.5787,3,0.4160,415.00,0.4313
101,1,0.3079,12,0.1432,143.00,0.1341
94,2,0.3076,17,0.1957,195.00,0.1431
173,3,0.4290,5,0.5762,576.00,0.6705
121,3,0.3329,3,0.3629,362.00,0.3114
71,1,0.1510,8,0.3208,320.00,0.3299
106,2,0.4303,19,0.3771,377.00,0.3207
219,5,0.6773,17,0.6908,690.00,0.6633
96,0,0.3077,14,0.2112,211.00,0.1424
167,4,0.4289,13,0.4272,427.00,0.4408
155,9,0.9415,0,0.8279,827.00,0.8278
338,10,0.5927,12,0.8421,842.00,0.8173
136,3,0.5242,16,0.5505,550.00,0.5760
118,3,0.3017,3,0.4185,418.00,0.4428
129,1,0.5988,12,0.3731,373.00,0.3712
498,6,0.6728,3,0.7797,779.00,0.8305
152,4,0.4295,17,0.6636,663.00,0.5865
162,4,0.3548,14,0.6730,672.00,0.5910
157,1,0.3185,11,0.4577,457.00,0.3980
184,4,0.5137,18,0.5748,574.00,0.6248
59,2,0.1282,6,0.3597,359.00,0.3884
319,9,0.7278,1,0.6978,697.00,0.7156
438,7,0.7444,13,0.8861,886.00,0.8197
110,1,0.5696,3,0.3920,392.00,0.4138
131,1,0.5573,2,0.2647,264.00,0.1963
98,3,0.4701,10,0.6289,628.00,0.5617
367,8,0.8098,17,1.0000,1000.00,0.9285
66,0,0.3215,19,0.2307,230.00,0.2978
274,9,0.9683,13,0.8627,862.00,0.7674
89,1,0.2262,18,0.1721,172.00,0.0839
95,2,0.3360,0,0.3979,397.00,0.3724
109,2,0.3171,10,0.4679,467.00,0.5214
110,1,0.4252,2,0.2948,294.00,0.2717
80,1,0.2919,2,0.3038,303.00,0.4012
32,0,0.1360,2,0.1803,180.00,0.2132
95,2,0.1345,7,0.4220,421.00,0.4942
45,1,0.0538,5,0.1898,189.00,0.2038
169,1,0.4587,14,0.4291,429.00,0.4209
343,6,0.7648,10,1.0000,1000.00,1.0000
177,2,0.4995,9,0.3967,396.00,0.3013
51,1,0.1504,1,0.2150,214.00,0.2957
36,1,0.3395,15,0.2954,295.00,0.2811
185,1,0.3016,3,0.1670,167.00,0.0854
182,8,0.6763,19,0.9134,913.00,0.9331
123,2,0.5851,4,0.5689,568.00,0.5777
124,2,0.4655,0,0.3662,366.00,0.3169
36,1,0.3261,8,0.1517,151.00,0.2050
166,3,0.5602,14,0.7665,766.00,0.8403
111,1,0.4372,7,0.3686,368.00,0.3198
150,3,0.3156,19,0.4996,499.00,0.4248
117,2,0.4016,1,0.3167,316.00,0.2667
91,3,0.5676,19,0.5018,501.00,0.5556
332,10,0.8783,5,0.8579,857.00,0.7835
60,0,0.2742,3,0.1374,137.00,0.1678
173,2,0.3768,14,0.3967,396.00,0.4356
43,1,0.1045,1,0.3248,324.00,0.3785
99,1,0.2067,5,0.3801,380.00,0.4157
167,8,0.6686,2,0.8499,849.00,0.9496
179,2,0.5905,1,0.5458,545.00,0.4731
45,0,0.2601,4,0.1768,176.00,0.1087
295,10,0.7426,13,0.9515,951.00,0.9927
97,2,0.1392,10,0.1844,184.00,0.1941
230,10,0.8581,17,0.9222,922.00,0.9693
124,3,0.4035,4,0.6633,663.00,0.5762
97,2,0.2224,6,0.1998,199.00,0.2415
33,1,0.0979,15,0.0652,65.00,0.1204
178,8,0.8979,20,0.9492,949.00,1.0000
85,1,0.3046,13,0.2967,296.00,0.2573
331,4,0.6317,10,0.5767,576.00,0.6177
44,0,0.1941,0,0.0000,0.00,0.0403
353,9,0.8688,9,0.9024,902.00,0.8422
34,2,0.0918,3,0.3172,317.00,0.2236
74,0,0.2196,19,0.1880,188.00,0.1491
139,2,0.4227,5,0.5636,563.00,0.5846
95,4,0.4703,2,0.7193,719.00,0.6613
167,3,0.4060,3,0.3790,378.00,0.3737
217,8,0.7856,16,1.0000,1000.00,1.0000
82,2,0.3822,4,0.4216,421.00,0.4127
424,8,0.8668,13,0.9814,981.00,0.9875
416,6,0.8493,10,1.0000,1000.00,0.9394
444,9,0.7583,19,0.9001,900.00,0.9989
310,6,0.8722,2,0.9983,998.00,0.9685
229,9,0.7033,12,0.8273,827.00,0.8282
131,2,0.3535,7,0.2740,274.00,0.3497
164,1,0.4421,13,0.2395,239.00,0.1932
168,3,0.3861,13,0.3870,386.00,0.3578
190,3,0.4678,6,0.5300,530.00,0.4844
85,2,0.2116,7,0.2082,208.00,0.2290
148,4,0.5480,18,0.7223,722.00,0.6630
42,0,0.1815,6,0.0650,64.00,0.1175
87,2,0.5794,9,0.4512,451.00,0.4873
398,5,0.7560,8,0.7519,751.00,0.7102
158,3,0.5520,18,0.5298,529.00,0.4765
60,0,0.3188,7,0.2095,209.00,0.1614
104,2,0.3063,17,0.2619,261.00,0.2442
100,0,0.0580,4,0.0000,0.00,0.0235
75,0,0.2718,19,0.2801,280.00,0.1883
468,7,0.9619,8,1.0000,1000.00,0.9603
174,2,0.3215,5,0.3951,395.00,0.4261
104,3,0.5383,5,0.6094,609.00,0.5810
291,8,0.9198,10,0.8926,892.00,0.8151
86,0,0.0698,8,0.1995,199.00,0.2109
103,1,0.4831,2,0.4567,456.00,0.3640
183,2,0.4975,14,0.4390,438.00,0.5063
229,8,0.8398,6,0.7567,756.00,0.7748
125,2,0.5877,5,0.6231,623.00,0.6861
36,1,0.1249,9,0.1112,111.00,0.0662
107,3,0.5059,12,0.6549,654.00,0.7521
414,9,0.8379,4,0.8105,810.00,0.8294
237,9,0.8250,3,0.8324,832.00,0.8744
140,2,0.4459,14,0.4608,460.00,0.3726
161,1,0.5025,5,0.4627,462.00,0.5178
85,1,0.0790,8,0.0161,16.00,0.0022
72,1,0.2621,3,0.3173,317.00,0.3689
351,5,0.9995,1,1.0000,1000.00,1.0000
61,1,0.2846,7,0.3688,368.00,0.3279
168,4,0.5186,16,0.5086,508.00,0.4188
82,1,0.2590,19,0.1319,131.00,0.1875
156,4,0.4786,20,0.5364,536.00,0.5057
341,8,0.9516,4,1.0000,1000.00,0.9343
91,2,0.2219,10,0.2560,256.00,0.2788
45,2,0.2823,3,0.4380,437.00,0.3594
35,0,0.2541,14,0.0376,37.00,0.1076
96,2,0.4972,15,0.3867,386.00,0.3428
458,6,0.5913,20,0.7491,749.00,0.7970
93,1,0.1201,3,0.0919,91.00,0.0766
162,2,0.5887,11,0.3718,371.00,0.4163
163,3,0.5532,19,0.6646,664.00,0.5798
106,4,0.3298,5,0.3934,393.00,0.4089
167,2,0.4126,5,0.3317,331.00,0.2752
452,8,0.7939,13,0.6679,667.00,0.6675
113,4,0.4440,9,0.4541,454.00,0.5142
376,7,0.9095,15,0.9423,942.00,0.9699
51,1,0.0630,19,0.1520,152.00,0.2055
79,1,0.2839,2,0.2072,207.00,0.2622
243,9,0.8606,7,0.9712,971.00,0.9619
91,2,0.5956,9,0.6167,616.00,0.5873
95,3,0.5523,14,0.3924,392.00,0.3585
